"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX5164555","data/fastq/SRX5164555_SRR8354013_1.fastq.gz","data/fastq/SRX5164555_SRR8354013_2.fastq.gz","SRR8354013","SRX5164555","SAMN10615856","SRS4173579","PRJNA510445","SRP173922","SRA824991","B079-M12","B079-M12","B079-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B079-M12","Illumina HiSeq 2000","ILLUMINA","1230064904","6694604","408170","human gut metagenome","B079-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","4e5d48c3d6472474e78d402da71bcb55;459d29f8b1c6c156e516ee148dbf66f3","478611406;499600767","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354013/SRR8354013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354013/SRR8354013_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354013/SRR8354013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354013/SRR8354013_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8354013/SRR8354013_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8354013/SRR8354013_2.fastq.gz"
"SRX5164556","data/fastq/SRX5164556_SRR8354014_1.fastq.gz","data/fastq/SRX5164556_SRR8354014_2.fastq.gz","SRR8354014","SRX5164556","SAMN10615857","SRS4173580","PRJNA510445","SRP173922","SRA824991","B911-M10","B911-M10","B911-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B911-M10","Illumina HiSeq 2000","ILLUMINA","1504404448","8185023","408170","human gut metagenome","B911-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","9ea0df8248c0deb2ea850c6faef8371a;f3a9c96e307de0bee2cca3ae1cca97e8","586649665;597879528","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354014/SRR8354014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354014/SRR8354014_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354014/SRR8354014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354014/SRR8354014_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8354014/SRR8354014_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8354014/SRR8354014_2.fastq.gz"
"SRX5164557","data/fastq/SRX5164557_SRR8354015_1.fastq.gz","data/fastq/SRX5164557_SRR8354015_2.fastq.gz","SRR8354015","SRX5164557","SAMN10615858","SRS4173581","PRJNA510445","SRP173922","SRA824991","B900-M10","B900-M10","B900-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B900-M10","Illumina HiSeq 2000","ILLUMINA","3571753097","19470518","408170","human gut metagenome","B900-M10","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012-2014","c11d00025599fe1464f748f9fc72fa2a;e7e0bfef854350fe820e2d36061c6557","1351834195;1381615336","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354015/SRR8354015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354015/SRR8354015_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354015/SRR8354015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354015/SRR8354015_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8354015/SRR8354015_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8354015/SRR8354015_2.fastq.gz"
"SRX5164558","data/fastq/SRX5164558_SRR8354016_1.fastq.gz","data/fastq/SRX5164558_SRR8354016_2.fastq.gz","SRR8354016","SRX5164558","SAMN10615859","SRS4173582","PRJNA510445","SRP173922","SRA824991","B190-M12","B190-M12","B190-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B190-M12","Illumina HiSeq 2000","ILLUMINA","4533080373","24531995","408170","human gut metagenome","B190-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","bc49d713ab87ed3e11e00e1c986221ec;c408e00565ae9537123fa5708bdb8e58","1693922420;1706402585","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354016/SRR8354016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354016/SRR8354016_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354016/SRR8354016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354016/SRR8354016_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8354016/SRR8354016_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8354016/SRR8354016_2.fastq.gz"
"SRX5164559","data/fastq/SRX5164559_SRR8354017_1.fastq.gz","data/fastq/SRX5164559_SRR8354017_2.fastq.gz","SRR8354017","SRX5164559","SAMN10615860","SRS4173583","PRJNA510445","SRP173922","SRA824991","B109-M12","B109-M12","B109-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B109-M12","Illumina HiSeq 2000","ILLUMINA","3121962769","16908208","408170","human gut metagenome","B109-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","5df116e7f27a405911e04822d5e27a42;a4be44320c26c3097ef935be14c6612d","1168569231;1179878724","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354017/SRR8354017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354017/SRR8354017_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354017/SRR8354017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354017/SRR8354017_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8354017/SRR8354017_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8354017/SRR8354017_2.fastq.gz"
"SRX5164560","data/fastq/SRX5164560_SRR8354018_1.fastq.gz","data/fastq/SRX5164560_SRR8354018_2.fastq.gz","SRR8354018","SRX5164560","SAMN10615861","SRS4173584","PRJNA510445","SRP173922","SRA824991","B168-M12","B168-M12","B168-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B168-M12","Illumina HiSeq 2000","ILLUMINA","2715706242","14762670","408170","human gut metagenome","B168-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","0ff0f0a9f443a126103e7c053c4ef661;7620915e0f76eb23d2dd6207a8aa4d99","1045361408;1086154330","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354018/SRR8354018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354018/SRR8354018_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354018/SRR8354018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354018/SRR8354018_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8354018/SRR8354018_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8354018/SRR8354018_2.fastq.gz"
"SRX5164561","data/fastq/SRX5164561_SRR8354019_1.fastq.gz","data/fastq/SRX5164561_SRR8354019_2.fastq.gz","SRR8354019","SRX5164561","SAMN10615862","SRS4173585","PRJNA510445","SRP173922","SRA824991","B182-M12","B182-M12","B182-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B182-M12","Illumina HiSeq 2000","ILLUMINA","3832297190","20773477","408170","human gut metagenome","B182-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","6bcb5ca74580e623380c1cdd78b69cff;5ee4c18ec21d63c13bd7f3630b400e8d","1467655956;1491875941","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354019/SRR8354019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354019/SRR8354019_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354019/SRR8354019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354019/SRR8354019_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8354019/SRR8354019_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8354019/SRR8354019_2.fastq.gz"
"SRX5164562","data/fastq/SRX5164562_SRR8354020_1.fastq.gz","data/fastq/SRX5164562_SRR8354020_2.fastq.gz","SRR8354020","SRX5164562","SAMN10615863","SRS4173586","PRJNA510445","SRP173922","SRA824991","B221-M12","B221-M12","B221-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B221-M12","Illumina HiSeq 2000","ILLUMINA","1901352690","10305395","408170","human gut metagenome","B221-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","4ae31344f9ba9a42d906d26420d7d92f;ac560652cab411fa29bf97e0128fd18f","725312046;734589930","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354020/SRR8354020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354020/SRR8354020_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354020/SRR8354020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354020/SRR8354020_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8354020/SRR8354020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8354020/SRR8354020_2.fastq.gz"
"SRX5164563","data/fastq/SRX5164563_SRR8354021_1.fastq.gz","data/fastq/SRX5164563_SRR8354021_2.fastq.gz","SRR8354021","SRX5164563","SAMN10615864","SRS4173587","PRJNA510445","SRP173922","SRA824991","B165-M12","B165-M12","B165-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B165-M12","Illumina HiSeq 2000","ILLUMINA","3294513859","17909122","408170","human gut metagenome","B165-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","aff7d017cc82f9fe3798b6b30c304175;c9cb9497f1a7fd09e560e0e0d53ac19d","1269090724;1293041900","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354021/SRR8354021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354021/SRR8354021_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354021/SRR8354021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354021/SRR8354021_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8354021/SRR8354021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8354021/SRR8354021_2.fastq.gz"
"SRX5164564","data/fastq/SRX5164564_SRR8354022_1.fastq.gz","data/fastq/SRX5164564_SRR8354022_2.fastq.gz","SRR8354022","SRX5164564","SAMN10615865","SRS4173588","PRJNA510445","SRP173922","SRA824991","B146-M12","B146-M12","B146-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B146-M12","Illumina HiSeq 2000","ILLUMINA","1160208070","6288099","408170","human gut metagenome","B146-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","08387b14dcf3be4e3494ad77a2950569;e065fce4ad7f98512ee0d0135e5da6be","446644122;459679570","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354022/SRR8354022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354022/SRR8354022_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354022/SRR8354022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354022/SRR8354022_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8354022/SRR8354022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8354022/SRR8354022_2.fastq.gz"
"SRX5164565","data/fastq/SRX5164565_SRR8354023_1.fastq.gz","data/fastq/SRX5164565_SRR8354023_2.fastq.gz","SRR8354023","SRX5164565","SAMN10615866","SRS4173589","PRJNA510445","SRP173922","SRA824991","B198-M12","B198-M12","B198-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B198-M12","Illumina HiSeq 2000","ILLUMINA","4663944147","25310866","408170","human gut metagenome","B198-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","9710858ff61af330ac2cbcd38f0bd630;cdaca85376a97be75de7c3dac3bd39f7","1775451632;1802781275","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354023/SRR8354023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354023/SRR8354023_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354023/SRR8354023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8354023/SRR8354023_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8354023/SRR8354023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8354023/SRR8354023_2.fastq.gz"
"SRX5164566","data/fastq/SRX5164566_SRR8354024_1.fastq.gz","data/fastq/SRX5164566_SRR8354024_2.fastq.gz","SRR8354024","SRX5164566","SAMN10615867","SRS4173590","PRJNA510445","SRP173922","SRA824991","B375-M12","B375-M12","B375-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B375-M12","Illumina HiSeq 2000","ILLUMINA","2905493826","15742287","408170","human gut metagenome","B375-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","86d7e396e339df07e7ad74488e231a98;b4955a1cdb11c6d6e87d5ddbe85cea0a","1092556623;1111418608","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354024/SRR8354024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354024/SRR8354024_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354024/SRR8354024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8354024/SRR8354024_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8354024/SRR8354024_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8354024/SRR8354024_2.fastq.gz"
"SRX5164567","data/fastq/SRX5164567_SRR8354025_1.fastq.gz","data/fastq/SRX5164567_SRR8354025_2.fastq.gz","SRR8354025","SRX5164567","SAMN10615868","SRS4173591","PRJNA510445","SRP173922","SRA824991","B224-M12","B224-M12","B224-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B224-M12","Illumina HiSeq 2000","ILLUMINA","1850977176","10035707","408170","human gut metagenome","B224-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","2291d12be01d024692a568e6aa33af93;0d63a1d05143cc03619d259efae41e59","687096801;697081779","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354025/SRR8354025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354025/SRR8354025_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354025/SRR8354025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8354025/SRR8354025_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8354025/SRR8354025_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8354025/SRR8354025_2.fastq.gz"
"SRX5164568","data/fastq/SRX5164568_SRR8354026_1.fastq.gz","data/fastq/SRX5164568_SRR8354026_2.fastq.gz","SRR8354026","SRX5164568","SAMN10615869","SRS4173592","PRJNA510445","SRP173922","SRA824991","B351-M12","B351-M12","B351-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B351-M12","Illumina HiSeq 2000","ILLUMINA","1442693784","7830284","408170","human gut metagenome","B351-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","17f0ffca219ec7fc16d3d0c51b79b79b;d2c76d1b7962a452337367555375dbf1","549220321;559911433","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354026/SRR8354026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354026/SRR8354026_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354026/SRR8354026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8354026/SRR8354026_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8354026/SRR8354026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8354026/SRR8354026_2.fastq.gz"
"SRX5164569","data/fastq/SRX5164569_SRR8354027_1.fastq.gz","data/fastq/SRX5164569_SRR8354027_2.fastq.gz","SRR8354027","SRX5164569","SAMN10615870","SRS4173593","PRJNA510445","SRP173922","SRA824991","B363-M12","B363-M12","B363-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B363-M12","Illumina HiSeq 2000","ILLUMINA","1948939011","10564137","408170","human gut metagenome","B363-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","b64e89de4780875e61c6a45156e14fdf;5641cf2ea37572504ba513a0c3955d23","732292066;735574605","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354027/SRR8354027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354027/SRR8354027_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354027/SRR8354027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8354027/SRR8354027_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8354027/SRR8354027_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8354027/SRR8354027_2.fastq.gz"
"SRX5164570","data/fastq/SRX5164570_SRR8354028_1.fastq.gz","data/fastq/SRX5164570_SRR8354028_2.fastq.gz","SRR8354028","SRX5164570","SAMN10615871","SRS4173594","PRJNA510445","SRP173922","SRA824991","B325-M12","B325-M12","B325-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B325-M12","Illumina HiSeq 2000","ILLUMINA","2079364738","11261082","408170","human gut metagenome","B325-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","aba74f81184cc3d137795bd90349a012;07755d540ddce56bfde8611376f244ab","777524464;784266545","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354028/SRR8354028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354028/SRR8354028_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354028/SRR8354028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8354028/SRR8354028_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8354028/SRR8354028_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8354028/SRR8354028_2.fastq.gz"
"SRX5164571","data/fastq/SRX5164571_SRR8354029_1.fastq.gz","data/fastq/SRX5164571_SRR8354029_2.fastq.gz","SRR8354029","SRX5164571","SAMN10615872","SRS4173595","PRJNA510445","SRP173922","SRA824991","B362-M12","B362-M12","B362-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B362-M12","Illumina HiSeq 2000","ILLUMINA","2315038603","12563190","408170","human gut metagenome","B362-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","a79c3a93675a3de495f1258f748b9d8f;f185bb564304422c2ce01c3fd03d0b02","867940148;893548469","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354029/SRR8354029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354029/SRR8354029_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354029/SRR8354029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8354029/SRR8354029_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8354029/SRR8354029_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8354029/SRR8354029_2.fastq.gz"
"SRX5164572","data/fastq/SRX5164572_SRR8354030_1.fastq.gz","data/fastq/SRX5164572_SRR8354030_2.fastq.gz","SRR8354030","SRX5164572","SAMN10615873","SRS4173596","PRJNA510445","SRP173922","SRA824991","B287-M12","B287-M12","B287-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B287-M12","Illumina HiSeq 2000","ILLUMINA","3687066964","19978911","408170","human gut metagenome","B287-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","13c16c03240bf4fa2d265cc0f45fbe43;fa1317501ae04c80dfdafadf0291e9b8","1361286505;1379075084","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354030/SRR8354030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354030/SRR8354030_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354030/SRR8354030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8354030/SRR8354030_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8354030/SRR8354030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8354030/SRR8354030_2.fastq.gz"
"SRX5164573","data/fastq/SRX5164573_SRR8354031_1.fastq.gz","data/fastq/SRX5164573_SRR8354031_2.fastq.gz","SRR8354031","SRX5164573","SAMN10615874","SRS4173597","PRJNA510445","SRP173922","SRA824991","B405-M12","B405-M12","B405-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B405-M12","Illumina HiSeq 2000","ILLUMINA","2912472443","15773788","408170","human gut metagenome","B405-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","c0bea7489a2fe2e0dbca9887bec38edf;1d879bd3cf851b5650fe37dff2834e48","1099363476;1123165829","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354031/SRR8354031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354031/SRR8354031_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354031/SRR8354031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8354031/SRR8354031_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8354031/SRR8354031_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8354031/SRR8354031_2.fastq.gz"
"SRX5164574","data/fastq/SRX5164574_SRR8354032_1.fastq.gz","data/fastq/SRX5164574_SRR8354032_2.fastq.gz","SRR8354032","SRX5164574","SAMN10615875","SRS4173598","PRJNA510445","SRP173922","SRA824991","B291-M12","B291-M12","B291-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B291-M12","Illumina HiSeq 2000","ILLUMINA","2242692570","12160987","408170","human gut metagenome","B291-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","add4eb6e92e40a588e8c399df59050cc;d617daa7371ee87f4eeb2e7520affbb8","835536190;850985286","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354032/SRR8354032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354032/SRR8354032_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354032/SRR8354032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8354032/SRR8354032_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8354032/SRR8354032_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8354032/SRR8354032_2.fastq.gz"
